id,customer_id,card_type,card_number,expiry_year,expiry_month,created_date,modified_date
18224,14613,VISA,4432678037783255106,2007,4,2015-05-30,2023-10-09
18225,8,JCB,3566772866035003,2006,3,2016-11-17,2024-08-21
18229,1021,Discover,6011346435329702,2005,4,2018-01-08,2025-03-08
18232,465,Discover,6589351844380264,2005,5,2017-06-21,2026-01-29
18235,17731,JCB,3559563078289507,2007,4,2016-03-30,2022-03-03
18236,11211,VISA,4141692650311927,2006,10,2018-01-01,2026-07-24
18241,2125,Diners,30296056351230,2007,5,2015-09-19,2017-04-22
18267,1095,JCB,180050394656927,2005,4,2019-05-28,2023-02-04
18272,15701,JCB,213160011421216,2007,12,2019-10-08,2021-10-28
18286,16963,JCB,180005403001119,2008,3,2018-07-31,2025-09-06
18288,1413,JCB,3538486360880385,2006,5,2016-04-23,2024-12-12
18290,2556,VISA,4607081980309602,2006,3,2018-02-06,2026-10-27
18292,17267,JCB,3544519490993181,2006,9,2016-01-04,2019-03-09
18296,2344,JCB,3503143120601590,2006,4,2018-02-18,2023-05-04
18303,10973,JCB,3511286170629498,2006,9,2017-04-05,2021-07-25
18306,17105,VISA,4060557381241,2007,10,2017-06-12,2019-04-17
18309,2254,VISA,4544948253748,2005,1,2018-07-29,2020-09-24
18334,6880,JCB,180064720847977,2008,9,2018-05-22,2025-01-31
18344,10181,Maestro,571324319730,2008,6,2018-06-29,2026-10-12
18358,3452,Mastercard,2446600929166598,2006,11,2017-05-02,2028-01-03
18385,715,VISA,4830586264344280,2008,3,2017-11-12,2020-03-02
18395,1223,Diners,30349616820598,2007,4,2016-03-10,2025-02-07
18422,180,VISA,4990528706265000,2005,4,2017-07-26,2025-10-15
18445,19182,VISA,4461777236093396,2007,2,2016-01-27,2018-06-02
18447,11737,VISA,4068973729489,2005,10,2016-12-01,2027-07-08
18448,18219,Mastercard,2680236539476724,2006,4,2018-11-10,2021-05-20
18451,1769,VISA,4114187468209924314,2005,3,2016-10-06,2020-09-21
18470,803,VISA,4912843126157348,2006,3,2018-01-24,2025-08-25
18494,2201,JCB,3544637960730592,2006,7,2018-03-09,2022-02-19
18501,20693,JCB,3541864486778110,2006,8,2016-04-24,2021-03-13
18530,13144,VISA,4062344572926,2006,9,2017-11-06,2025-09-18
18545,5032,JCB,3583989677564570,2007,6,2017-09-10,2022-09-15
18568,2379,JCB,213157338294805,2006,9,2018-06-13,2020-01-04
18571,16488,VISA,4860115150990,2007,11,2018-04-09,2024-10-15
18585,863,Diners,30496397317961,2008,6,2016-04-30,2021-09-19
18587,1279,VISA,4042428974609807,2007,9,2015-05-17,2019-06-26
18619,6043,Maestro,567056326067,2005,2,2018-11-28,2021-03-25
18632,2028,Maestro,060401538602,2006,6,2016-01-19,2026-03-14
18637,2303,Mastercard,2271087739923568,2006,6,2018-04-28,2026-12-26
18644,11827,VISA,4734486500260241,2005,9,2018-10-07,2026-09-19
18675,1045,AMEX,343352264639064,2005,4,2016-11-23,2023-01-01
18698,16951,VISA,4019147665833802,2005,5,2017-05-02,2024-07-31
18703,10223,JCB,3527774940798356,2008,8,2017-06-14,2023-08-02
18708,1657,VISA,4985308942585512,2007,2,2019-01-11,2021-01-03
18714,16040,VISA,4926401511698,2007,6,2018-04-18,2020-09-28
18735,9351,JCB,3578736915733187,2005,2,2016-12-20,2018-12-18
18738,2015,VISA,4207274031545571,2006,12,2019-02-07,2020-02-16
18742,9109,VISA,4466648631736,2008,7,2018-04-15,2024-08-08
18745,1623,VISA,4584663015781,2008,8,2018-04-29,2026-08-11
18747,2057,VISA,4216443809783,2006,6,2017-07-17,2022-03-09
18752,20666,VISA,4958559202762,2006,9,2018-12-11,2020-02-04
18753,1495,Discover,6011356284821550,2007,8,2016-11-22,2023-03-08
18761,18812,VISA,4282480073963147,2007,4,2016-12-31,2020-08-17
18768,6073,JCB,3504243374113364,2008,12,2016-08-02,2026-07-27
18780,9614,AMEX,372394062414872,2006,11,2019-03-16,2021-08-03
18793,3827,JCB,3571007140327576,2008,7,2019-02-08,2022-05-16
18800,30,VISA,4222903189113409,2005,10,2017-01-04,2024-03-01
18802,19514,Discover,6011384709916136,2008,1,2017-01-20,2021-04-30
18808,211,JCB,3523055043177423,2005,7,2016-10-12,2027-01-18
18815,12471,Discover,6512520683420975,2005,1,2017-07-30,2023-04-12
18828,10977,JCB,213172710499153,2008,1,2018-03-17,2025-05-01
18829,2091,Discover,6512384118856471,2007,2,2017-11-16,2025-05-27
18831,2297,Diners,30200864417274,2007,7,2016-05-12,2021-09-08
18844,14917,JCB,213110213372154,2006,11,2018-06-10,2026-07-29
18857,2217,Discover,6517023207192084,2008,2,2017-12-09,2023-03-07
18861,4134,Discover,6578094946399336,2007,6,2018-04-21,2022-04-10
18878,8720,VISA,4128058442072713,2005,6,2019-03-25,2027-03-27
18881,2142,VISA,4143144412760219988,2006,6,2019-06-13,2021-05-21
18908,213,JCB,180030590531033,2006,12,2017-07-02,2022-09-27
18910,955,AMEX,379142976430671,2006,3,2016-05-28,2021-08-14
18913,7,JCB,180067199269391,2006,7,2018-01-20,2020-07-15
18935,11766,VISA,4499978513794438150,2005,7,2018-09-15,2019-05-09
18955,15908,JCB,213169740097627,2006,10,2017-06-25,2027-05-30
18962,5162,VISA,4677386192814476131,2005,7,2018-07-05,2025-09-27
18981,7208,JCB,3541770651509596,2005,2,2018-01-26,2024-07-28
18982,2710,JCB,3541374285601802,2007,9,2017-10-12,2021-10-19
18991,1907,JCB,3568172842037405,2008,4,2017-09-29,2020-07-12
18993,2182,JCB,180045244474653,2008,8,2019-07-01,2023-03-12
18994,14393,Mastercard,2254955281888838,2007,1,2015-05-27,2019-02-16
19013,256,Diners,30363465098479,2005,8,2018-02-06,2025-01-11
19022,175,AMEX,377234458264090,2005,10,2015-05-06,2019-08-12
19026,18023,JCB,213186812148872,2005,12,2017-10-02,2022-04-12
19039,2784,VISA,4659500661102,2008,7,2018-04-26,2022-03-12
19058,543,AMEX,347763071773878,2005,4,2017-09-22,2021-05-29
19060,1689,AMEX,347872425875014,2005,10,2016-11-03,2026-09-24
19061,3344,JCB,180090481700410,2006,3,2018-09-14,2021-08-10
19075,11524,VISA,4515712002610,2007,6,2018-08-04,2022-05-22
19079,4273,VISA,4568613166434932,2007,8,2017-10-11,2025-05-07
19108,1123,Diners,30373141604046,2006,11,2014-12-26,2019-04-11
19109,10375,VISA,4493057808821645,2006,1,2015-11-13,2021-04-28
19125,10536,AMEX,370192149793090,2007,9,2017-03-23,2025-01-11
19134,15075,AMEX,371376307673421,2005,10,2017-04-27,2021-09-17
19141,119,JCB,180038147051447,2005,6,2017-11-28,2023-01-02
19153,2366,JCB,180035882513672,2005,4,2017-08-09,2020-06-17
19155,4910,AMEX,376166063586700,2006,6,2018-03-22,2025-09-22
19160,585,VISA,4134702580641,2008,9,2016-10-01,2022-11-18
19180,19822,JCB,213167878618552,2008,1,2017-06-23,2020-10-25
19198,8707,VISA,4195061342533691,2005,5,2015-09-06,2020-06-28
19216,9033,Discover,6011315887885016,2005,6,2017-04-29,2020-10-03
19218,2138,Diners,30243214153546,2008,1,2018-05-19,2020-02-19
19224,13002,Maestro,501892848570,2005,4,2017-05-02,2023-04-10
19228,11182,Discover,6597171176071632,2007,5,2018-10-10,2023-04-13
19236,5070,JCB,3543898797271793,2008,10,2017-09-22,2026-01-28
